HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458772.53176,2019-10-16.0314625,bm,1.55,15.966,>15.966,99.990,0.065,0.298,g
2458772.53296,2019-10-16.0326609,bm,1.55,16.009,>16.009,99.990,0.041,0.287,g
2458772.79064,2019-10-16.2903461,bi,1.58,15.934,>15.934,99.990,-0.664,0.307,g
2458772.79308,2019-10-16.2927803,bi,1.47,15.868,>15.868,99.990,-0.141,0.327,g
2458773.43611,2019-10-16.9358200,bm,1.57,16.006,>16.006,99.990,0.118,0.288,g
2458773.43732,2019-10-16.9370302,bm,1.55,15.966,>15.966,99.990,0.445,0.298,g
2458773.43854,2019-10-16.9382491,bm,1.51,16.045,>16.045,99.990,-0.248,0.277,g
2458773.74491,2019-10-17.2446209,bi,1.64,16.176,>16.176,99.990,-0.926,0.246,g
2458773.74615,2019-10-17.2458541,bi,1.97,16.019,>16.019,99.990,-0.065,0.284,g
2458773.74736,2019-10-17.2470748,bi,1.69,15.855,>15.855,99.990,-0.411,0.330,g
2458774.81230,2019-10-18.3120215,bE,1.57,16.382,>16.382,99.990,-0.000,0.203,g
2458774.81359,2019-10-18.3133118,bE,1.47,16.471,>16.471,99.990,0.345,0.187,g
2458774.81486,2019-10-18.3145733,bE,1.47,16.241,>16.241,99.990,0.268,0.232,g
2458775.83117,2019-10-19.3308990,bi,1.49,16.146,>16.146,99.990,0.552,0.253,g
2458775.83239,2019-10-19.3321232,bi,1.46,16.123,>16.123,99.990,0.091,0.258,g
2458775.83360,2019-10-19.3333344,bi,1.44,16.226,>16.226,99.990,-0.117,0.235,g
2458776.42623,2019-10-19.9259590,bm,1.51,99.990,99.990,99.990,99.990,99.990,g
2458776.75584,2019-10-20.2555732,bi,1.45,16.243,>16.243,99.990,0.043,0.231,g
2458776.75705,2019-10-20.2567834,bi,1.43,16.124,>16.124,99.990,0.521,0.258,g
2458776.75827,2019-10-20.2580017,bi,1.48,15.979,>15.979,99.990,0.044,0.295,g
2458777.76760,2019-10-21.2673387,bi,1.50,16.156,>16.156,99.990,0.047,0.251,g
2458777.76882,2019-10-21.2685550,bi,1.41,16.214,>16.214,99.990,-0.045,0.237,g
2458777.77003,2019-10-21.2697710,bi,1.42,16.297,>16.297,99.990,0.212,0.220,g
2458778.74065,2019-10-22.2403930,bi,1.52,15.910,>15.910,99.990,0.692,0.314,g
2458778.74186,2019-10-22.2416070,bi,1.51,15.790,>15.790,99.990,0.346,0.351,g
2458778.74308,2019-10-22.2428277,bi,1.49,15.783,>15.783,99.990,-0.036,0.353,g
2458781.72405,2019-10-25.2238136,bi,1.45,16.297,>16.297,99.990,0.320,0.220,g
2458781.72526,2019-10-25.2250317,bi,1.45,16.284,>16.284,99.990,-0.102,0.223,g
2458781.72648,2019-10-25.2262486,bi,1.46,16.312,>16.312,99.990,0.099,0.217,g
2458782.78105,2019-10-26.2808372,bi,1.45,16.296,>16.296,99.990,0.128,0.220,g
2458782.78226,2019-10-26.2820413,bi,1.37,16.259,>16.259,99.990,-0.108,0.228,g
2458782.78348,2019-10-26.2832534,bi,1.44,16.302,>16.302,99.990,0.218,0.219,g
2458783.78916,2019-10-27.2889482,bi,1.40,16.272,>16.272,99.990,0.109,0.225,g
2458783.79039,2019-10-27.2901687,bi,1.43,16.291,>16.291,99.990,0.194,0.221,g
2458783.79161,2019-10-27.2913871,bi,1.42,16.192,>16.192,99.990,-0.049,0.242,g
2458784.79721,2019-10-28.2970081,bi,1.40,99.990,99.990,99.990,99.990,99.990,g
2458784.79842,2019-10-28.2982215,bi,1.41,99.990,99.990,99.990,99.990,99.990,g
2458784.79964,2019-10-28.2994436,bi,1.42,99.990,99.990,99.990,99.990,99.990,g
2458785.74897,2019-10-29.2487753,bi,1.49,16.332,>16.332,99.990,0.359,0.213,g
2458785.75020,2019-10-29.2499971,bi,1.41,16.313,>16.313,99.990,0.091,0.217,g
2458785.75142,2019-10-29.2512199,bi,1.46,16.375,>16.375,99.990,-0.054,0.205,g
2458786.72718,2019-10-30.2269937,bE,1.48,16.150,>16.150,99.990,0.462,0.252,g
2458786.72847,2019-10-30.2282832,bE,1.53,15.830,>15.830,99.990,0.151,0.338,g
2458786.72977,2019-10-30.2295712,bE,1.45,15.674,>15.674,99.990,-0.399,0.390,g
2458789.64434,2019-11-02.1441692,bE,1.41,16.483,>16.483,99.990,-0.009,0.185,g
2458789.81109,2019-11-02.3109226,bi,1.44,15.527,>15.527,99.990,-0.627,0.447,g
2458790.64609,2019-11-03.1459369,bE,1.46,14.452,>14.452,99.990,-2.716,1.206,g
2458790.64745,2019-11-03.1472907,bE,1.49,15.037,>15.037,99.990,-0.758,0.702,g
2458790.64871,2019-11-03.1485525,bE,1.46,14.633,>14.633,99.990,-1.301,1.019,g
2458791.62738,2019-11-04.1272289,bE,1.52,16.302,>16.302,99.990,0.231,0.219,g
2458791.62867,2019-11-04.1285137,bE,1.48,16.488,>16.488,99.990,0.200,0.184,g
2458791.62994,2019-11-04.1297859,bE,1.42,16.357,>16.357,99.990,0.190,0.208,g
2458792.41507,2019-11-04.9149207,bm,1.41,14.797,>14.797,99.990,-0.460,0.876,g
2458792.41630,2019-11-04.9161508,bm,1.42,14.974,>14.974,99.990,2.233,0.744,g
2458792.41752,2019-11-04.9173672,bm,1.48,15.333,>15.333,99.990,-1.371,0.534,g
2458792.53513,2019-11-05.0349858,bm,1.49,16.489,>16.489,99.990,0.153,0.184,g
2458792.53635,2019-11-05.0362018,bm,1.51,16.455,>16.455,99.990,0.170,0.190,g
2458792.53756,2019-11-05.0374188,bm,1.53,16.321,>16.321,99.990,0.130,0.215,g
2458793.64836,2019-11-06.1482262,bE,1.51,16.353,>16.353,99.990,0.086,0.209,g
2458793.64963,2019-11-06.1494961,bE,1.52,16.390,>16.390,99.990,-0.185,0.202,g
2458793.65090,2019-11-06.1507630,bE,1.49,16.335,>16.335,99.990,0.384,0.212,g
2458793.81860,2019-11-06.3184657,bi,1.45,16.396,>16.396,99.990,-0.136,0.201,g
2458793.81982,2019-11-06.3196846,bi,1.45,16.256,>16.256,99.990,-0.056,0.228,g
2458793.82103,2019-11-06.3209005,bi,1.42,16.301,>16.301,99.990,0.222,0.219,g
2458794.66748,2019-11-07.1673508,bi,1.43,16.090,>16.090,99.990,-0.369,0.266,g
2458794.66870,2019-11-07.1685688,bi,1.44,16.237,>16.237,99.990,0.454,0.232,g
2458794.66991,2019-11-07.1697878,bi,1.48,16.115,>16.115,99.990,-0.255,0.260,g
2458794.85044,2019-11-07.3503140,bE,1.46,16.400,>16.400,99.990,0.104,0.200,g
2458794.85171,2019-11-07.3515868,bE,1.46,16.412,>16.412,99.990,0.226,0.198,g
2458794.85298,2019-11-07.3528506,bE,1.47,16.458,>16.458,99.990,0.198,0.190,g
2458795.43547,2019-11-07.9353481,bm,1.64,16.305,>16.305,99.990,0.087,0.218,g
2458795.43669,2019-11-07.9365660,bm,1.67,16.204,>16.204,99.990,-0.138,0.240,g
2458795.67685,2019-11-08.1767384,bE,1.60,16.195,>16.195,99.990,-0.266,0.242,g
2458795.67813,2019-11-08.1780081,bE,1.49,16.316,>16.316,99.990,0.174,0.216,g
2458795.67941,2019-11-08.1792853,bE,1.46,16.211,>16.211,99.990,0.205,0.238,g
2458796.83911,2019-11-09.3390115,bi,1.39,16.384,>16.384,99.990,0.002,0.203,g
2458796.84035,2019-11-09.3402412,bi,1.48,16.273,>16.273,99.990,0.027,0.225,g
2458796.84157,2019-11-09.3414606,bi,1.45,16.191,>16.191,99.990,0.397,0.242,g
2458797.74153,2019-11-10.2414296,bi,1.44,15.887,>15.887,99.990,-0.075,0.321,g
2458797.74275,2019-11-10.2426476,bi,1.43,15.984,>15.984,99.990,0.219,0.293,g
2458797.74397,2019-11-10.2438660,bi,1.42,15.856,>15.856,99.990,-0.233,0.330,g
2458798.71927,2019-11-11.2191689,bi,1.48,15.698,>15.698,99.990,-0.346,0.382,g
2458798.72048,2019-11-11.2203930,bi,1.46,15.771,>15.771,99.990,-0.304,0.357,g
2458798.72170,2019-11-11.2216085,bi,1.41,15.915,>15.915,99.990,0.405,0.313,g
2458799.75129,2019-11-12.2512111,bE,1.49,15.948,>15.948,99.990,-0.143,0.303,g
2458799.75257,2019-11-12.2524783,bE,1.48,16.072,>16.072,99.990,0.309,0.270,g
2458799.75383,2019-11-12.2537476,bE,1.47,15.891,>15.891,99.990,0.384,0.319,g
2458799.77585,2019-11-12.2757626,bE,1.56,15.968,>15.968,99.990,0.031,0.298,g
2458800.76722,2019-11-13.2671452,bE,1.46,15.982,>15.982,99.990,-0.839,0.294,g
2458800.76850,2019-11-13.2684193,bE,1.43,15.944,>15.944,99.990,0.205,0.304,g
2458800.76976,2019-11-13.2696861,bE,1.45,15.983,>15.983,99.990,0.010,0.294,g
2458801.70214,2019-11-14.2020752,bE,1.50,15.889,>15.889,99.990,0.249,0.320,g
2458801.70343,2019-11-14.2033585,bE,1.57,15.828,>15.828,99.990,-0.031,0.339,g
2458801.70469,2019-11-14.2046248,bE,1.56,16.109,>16.109,99.990,-0.237,0.261,g
2458802.85986,2019-11-15.3598020,bE,1.53,15.917,>15.917,99.990,0.192,0.312,g
2458803.76005,2019-11-16.2599981,bi,1.70,16.073,>16.073,99.990,-0.197,0.270,g
2458803.76127,2019-11-16.2612196,bi,1.62,16.032,>16.032,99.990,0.021,0.281,g
2458803.76251,2019-11-16.2624567,bi,1.51,15.977,>15.977,99.990,0.450,0.295,g
2458804.77611,2019-11-17.2760686,bi,1.34,16.023,>16.023,99.990,0.035,0.283,g
2458804.77735,2019-11-17.2773077,bi,1.44,16.160,>16.160,99.990,-0.110,0.250,g
2458804.77925,2019-11-17.2792078,bE,1.54,16.310,>16.310,99.990,-0.499,0.217,g
2458805.81854,2019-11-18.3185137,bi,1.49,99.990,99.990,99.990,99.990,99.990,g
2458805.81976,2019-11-18.3197261,bi,1.39,16.072,>16.072,99.990,0.510,0.270,g
2458806.64469,2019-11-19.1446587,bi,1.50,16.384,>16.384,99.990,0.186,0.203,g
2458806.64590,2019-11-19.1458714,bi,1.40,16.283,>16.283,99.990,0.382,0.223,g
2458806.64713,2019-11-19.1470965,bi,1.44,16.374,>16.374,99.990,0.223,0.205,g
2458806.73892,2019-11-19.2388906,bE,1.47,16.464,>16.464,99.990,0.225,0.189,g
2458806.84951,2019-11-19.3494865,bi,1.67,15.998,>15.998,99.990,0.180,0.290,g
2458806.85074,2019-11-19.3507085,bi,1.61,16.182,>16.182,99.990,-0.582,0.244,g
2458806.85196,2019-11-19.3519268,bi,1.60,16.160,>16.160,99.990,0.107,0.249,g
2458807.73294,2019-11-20.2329259,bi,1.45,16.447,>16.447,99.990,0.490,0.192,g
2458807.73416,2019-11-20.2341449,bi,1.50,16.287,>16.287,99.990,0.405,0.222,g
2458807.73538,2019-11-20.2353594,bi,1.41,16.307,>16.307,99.990,-0.053,0.218,g
2458807.82291,2019-11-20.3228895,bE,1.48,16.365,>16.365,99.990,0.330,0.207,g
2458810.81005,2019-11-23.3100594,bi,1.46,16.243,>16.243,99.990,0.059,0.231,g
2458810.81128,2019-11-23.3112833,bi,1.41,16.265,>16.265,99.990,-0.082,0.227,g
2458810.81249,2019-11-23.3124989,bi,1.45,16.364,>16.364,99.990,-0.028,0.207,g
2458811.71510,2019-11-24.2151212,bE,1.43,16.590,>16.590,99.990,0.006,0.168,g
2458811.71637,2019-11-24.2163925,bE,1.52,16.499,>16.499,99.990,0.142,0.183,g
2458811.71766,2019-11-24.2176753,bE,1.41,16.378,>16.378,99.990,0.032,0.204,g
2458812.56864,2019-11-25.0686615,bE,1.51,16.415,>16.415,99.990,0.185,0.197,g
2458812.56991,2019-11-25.0699347,bE,1.57,16.445,>16.445,99.990,-0.075,0.192,g
2458812.57118,2019-11-25.0712057,bE,1.49,16.398,>16.398,99.990,-0.000,0.200,g
2458813.77864,2019-11-26.2786697,bi,1.45,16.237,>16.237,99.990,0.310,0.232,g
2458813.77985,2019-11-26.2798866,bi,1.44,16.303,>16.303,99.990,-0.013,0.219,g
2458813.78107,2019-11-26.2811049,bi,1.50,16.197,>16.197,99.990,-0.093,0.241,g
2458814.36826,2019-11-26.8682995,bm,1.53,16.412,>16.412,99.990,0.131,0.198,g
2458814.78595,2019-11-27.2859939,bE,1.51,16.560,>16.560,99.990,0.100,0.173,g
2458814.78722,2019-11-27.2872625,bE,1.48,16.674,>16.674,99.990,0.065,0.155,g
2458814.78849,2019-11-27.2885369,bE,1.56,16.677,>16.677,99.990,0.122,0.155,g
2458814.78977,2019-11-27.2898128,bE,1.51,16.471,>16.471,99.990,-0.011,0.187,g
2458815.36982,2019-11-27.8698740,bm,1.49,16.383,>16.383,99.990,0.046,0.203,g
2458815.61999,2019-11-28.1200459,bE,1.62,16.296,>16.296,99.990,-0.158,0.220,g
2458815.73064,2019-11-28.2306881,bE,1.56,16.491,>16.491,99.990,0.169,0.184,g
2458815.73190,2019-11-28.2319549,bE,1.48,16.533,>16.533,99.990,-0.167,0.177,g
2458815.73318,2019-11-28.2332311,bE,1.50,16.438,>16.438,99.990,0.066,0.193,g
2458816.79253,2019-11-29.2925906,bE,1.51,16.438,>16.438,99.990,0.054,0.193,g
2458816.79381,2019-11-29.2938663,bE,1.48,16.522,>16.522,99.990,0.180,0.179,g
2458816.79507,2019-11-29.2951290,bE,1.53,16.379,>16.379,99.990,-0.006,0.204,g
2458817.31922,2019-11-29.8192886,bm,1.56,16.795,>16.795,99.990,0.109,0.139,g
2458817.32042,2019-11-29.8204938,bm,1.59,16.495,>16.495,99.990,0.076,0.183,g
2458817.32163,2019-11-29.8216934,bm,1.57,16.627,>16.627,99.990,-0.050,0.162,g
2458817.74491,2019-11-30.2449739,bE,1.50,16.383,>16.383,99.990,0.267,0.203,g
2458818.32375,2019-11-30.8238243,bm,1.55,16.442,>16.442,99.990,0.097,0.192,g
2458818.32497,2019-11-30.8250425,bm,1.50,16.366,>16.366,99.990,0.090,0.206,g
2458818.32619,2019-11-30.8262575,bm,1.49,16.473,>16.473,99.990,-0.036,0.187,g
2458819.32449,2019-12-01.8245707,bm,1.53,16.572,>16.572,99.990,-0.040,0.171,g
2458819.32571,2019-12-01.8257879,bm,1.55,99.990,99.990,99.990,99.990,99.990,g
2458819.32693,2019-12-01.8270035,bm,1.45,99.990,99.990,99.990,99.990,99.990,g
2458819.68968,2019-12-02.1897653,bi,1.40,16.342,>16.342,99.990,0.207,0.211,g
2458819.69091,2019-12-02.1909868,bi,1.38,16.326,>16.326,99.990,-0.104,0.214,g
2458819.69212,2019-12-02.1922023,bi,1.43,16.295,>16.295,99.990,0.766,0.220,g
2458820.32760,2019-12-02.8276861,bm,1.46,99.990,99.990,99.990,99.990,99.990,g
2458820.32879,2019-12-02.8288834,bm,1.51,99.990,99.990,99.990,99.990,99.990,g
2458820.73123,2019-12-03.2313172,bi,1.45,16.354,>16.354,99.990,-0.090,0.209,g
2458820.73244,2019-12-03.2325344,bi,1.47,16.408,>16.408,99.990,-0.099,0.199,g
2458820.73366,2019-12-03.2337608,bi,1.46,16.346,>16.346,99.990,0.025,0.210,g
2458821.37466,2019-12-03.8747582,bm,2.29,99.990,99.990,99.990,99.990,99.990,g
2458822.70310,2019-12-05.2032103,bi,1.53,16.287,>16.287,99.990,-0.163,0.222,g
2458822.70431,2019-12-05.2044289,bi,1.41,16.322,>16.322,99.990,0.128,0.215,g
2458822.70553,2019-12-05.2056490,bi,1.46,16.407,>16.407,99.990,-0.116,0.199,g
2458823.60919,2019-12-06.1093031,bE,1.56,16.254,>16.254,99.990,0.096,0.229,g
2458823.61047,2019-12-06.1105820,bE,1.56,16.282,>16.282,99.990,0.139,0.223,g
2458823.61173,2019-12-06.1118538,bE,1.49,16.346,>16.346,99.990,-0.154,0.210,g
2458823.79679,2019-12-06.2969108,bE,1.47,16.621,>16.621,99.990,-0.061,0.163,g
2458823.79807,2019-12-06.2981806,bE,1.56,16.614,>16.614,99.990,0.115,0.164,g
2458823.79933,2019-12-06.2994561,bE,1.52,16.462,>16.462,99.990,0.282,0.189,g
2458824.75192,2019-12-07.2520450,bi,1.35,16.153,>16.153,99.990,-0.082,0.251,g
2458824.75315,2019-12-07.2532725,bi,1.50,16.117,>16.117,99.990,-0.064,0.259,g
2458824.75438,2019-12-07.2545,bi,1.50,16.263,>16.263,99.990,-0.181,0.227,g
2458825.31750,2019-12-07.8176304,bm,1.51,16.247,>16.247,99.990,-0.004,0.230,g
2458825.31873,2019-12-07.8188564,bm,1.50,16.108,>16.108,99.990,-0.291,0.262,g
2458825.31997,2019-12-07.8200967,bm,1.46,16.234,>16.234,99.990,0.232,0.233,g
2458825.58549,2019-12-08.0856251,bi,1.44,16.272,>16.272,99.990,-0.259,0.225,g
2458825.58672,2019-12-08.0868538,bi,1.40,16.003,>16.003,99.990,-0.061,0.288,g
2458825.58794,2019-12-08.0880709,bi,1.45,15.981,>15.981,99.990,-0.311,0.294,g
